Project_name,File,github_path,label
Spring-framework,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-framework/spring-web/src/main/java/org/springframework/http/server/reactive/WriteResultPublisher.java,spring-web/src/main/java/org/springframework/http/server/reactive/WriteResultPublisher.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/server/src/main/java/org/elasticsearch/index/mapper/GeoPointFieldMapper.java,server/src/main/java/org/elasticsearch/index/mapper/GeoPointFieldMapper.java,0
BoofCV,/home/gzhao/performance_bug_prediction/github_data_collection/projects/BoofCV/main/boofcv-geo/src/main/java/boofcv/abst/geo/GeoModelEstimator1toN.java,main/boofcv-geo/src/main/java/boofcv/abst/geo/GeoModelEstimator1toN.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-main/src/main/java/com/facebook/presto/Session.java,presto-main/src/main/java/com/facebook/presto/Session.java,0
Ballerina-lang,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ballerina-lang/stdlib/http/src/main/java/org/ballerinalang/net/http/nativeimpl/connection/ResponseWriter.java,stdlib/http/src/main/java/org/ballerinalang/net/http/nativeimpl/connection/ResponseWriter.java,0
Hazelcast,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hazelcast/hazelcast/src/main/java/com/hazelcast/client/impl/protocol/codec/TransactionalMultiMapGetCodec.java,hazelcast/src/main/java/com/hazelcast/client/impl/protocol/codec/TransactionalMultiMapGetCodec.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/server/src/main/java/org/elasticsearch/action/admin/cluster/node/tasks/list/TransportListTasksAction.java,server/src/main/java/org/elasticsearch/action/admin/cluster/node/tasks/list/TransportListTasksAction.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-humanoid-behaviors/src/main/java/us/ihmc/humanoidBehaviors/behaviors/complexBehaviors/WalkThroughDoorBehavior.java,ihmc-humanoid-behaviors/src/main/java/us/ihmc/humanoidBehaviors/behaviors/complexBehaviors/WalkThroughDoorBehavior.java,0
Structr,/home/gzhao/performance_bug_prediction/github_data_collection/projects/structr/structr-modules/structr-csv-module/src/main/java/org/structr/csv/ToCsvFunction.java,structr-modules/structr-csv-module/src/main/java/org/structr/csv/ToCsvFunction.java,0
cassandra,/home/gzhao/performance_bug_prediction/github_data_collection/projects/stratio-cassandra/src/java/org/apache/cassandra/gms/Gossiper.java,src/java/org/apache/cassandra/gms/Gossiper.java,0
Grpc-java,/home/gzhao/performance_bug_prediction/github_data_collection/projects/grpc-java/stub/src/main/java/io/grpc/stub/ServerCalls.java,stub/src/main/java/io/grpc/stub/ServerCalls.java,0
Structr,/home/gzhao/performance_bug_prediction/github_data_collection/projects/structr/structr-modules/structr-flow-module/src/main/java/org/structr/flow/impl/rels/FlowContainerFlowNode.java,structr-modules/structr-flow-module/src/main/java/org/structr/flow/impl/rels/FlowContainerFlowNode.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/version-control/src/main/java/org/gradle/vcs/internal/resolver/PersistentVcsMetadataCache.java,subprojects/version-control/src/main/java/org/gradle/vcs/internal/resolver/PersistentVcsMetadataCache.java,0
Hazelcast,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hazelcast/hazelcast/src/main/java/com/hazelcast/config/EvictionConfig.java,hazelcast/src/main/java/com/hazelcast/config/EvictionConfig.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/struct/AbstractTableConstraint.java,plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/struct/AbstractTableConstraint.java,0
Openl-tablets,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openl-tablets/STUDIO/org.openl.rules.webstudio/src/org/openl/rules/webstudio/filter/IFilter.java,STUDIO/org.openl.rules.webstudio/src/org/openl/rules/webstudio/filter/IFilter.java,0
Spring-integration,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-integration/spring-integration-core/src/main/java/org/springframework/integration/handler/AbstractMessageProcessor.java,spring-integration-core/src/main/java/org/springframework/integration/handler/AbstractMessageProcessor.java,0
Webofneeds,/home/gzhao/performance_bug_prediction/github_data_collection/projects/webofneeds/webofneeds/won-node/src/main/java/won/node/camel/processor/general/ToNodeSender.java,webofneeds/won-node/src/main/java/won/node/camel/processor/general/ToNodeSender.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-main/src/main/java/com/facebook/presto/operator/aggregation/minmaxby/MinByNAggregationFunction.java,presto-main/src/main/java/com/facebook/presto/operator/aggregation/minmaxby/MinByNAggregationFunction.java,0
JDA,/home/gzhao/performance_bug_prediction/github_data_collection/projects/JDA/src/main/java/net/dv8tion/jda/internal/entities/ActivityImpl.java,src/main/java/net/dv8tion/jda/internal/entities/ActivityImpl.java,0
Alluxio,/home/gzhao/performance_bug_prediction/github_data_collection/projects/alluxio/core/common/src/main/java/alluxio/underfs/AtomicFileOutputStream.java,core/common/src/main/java/alluxio/underfs/AtomicFileOutputStream.java,0
CodenameOne,/home/gzhao/performance_bug_prediction/github_data_collection/projects/CodenameOne/Ports/Android/CompatLibs/src/android/support/v4/view/ViewPager.java,Ports/Android/CompatLibs/src/android/support/v4/view/ViewPager.java,0
Spring-framework,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferWrapper.java,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferWrapper.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-avatar-interfaces/src/main/java/us/ihmc/avatar/joystickBasedJavaFXController/StepGeneratorParametersPaneController.java,ihmc-avatar-interfaces/src/main/java/us/ihmc/avatar/joystickBasedJavaFXController/StepGeneratorParametersPaneController.java,0
Closure-compiler,/home/gzhao/performance_bug_prediction/github_data_collection/projects/closure-compiler/src/com/google/javascript/jscomp/VerboseMessageFormatter.java,src/com/google/javascript/jscomp/VerboseMessageFormatter.java,0
cassandra,/home/gzhao/performance_bug_prediction/github_data_collection/projects/stratio-cassandra/src/java/org/apache/cassandra/streaming/management/StreamSummaryCompositeData.java,src/java/org/apache/cassandra/streaming/management/StreamSummaryCompositeData.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-sensor-processing/src/main/java/us/ihmc/sensorProcessing/ProcessedVelocitySensor.java,ihmc-sensor-processing/src/main/java/us/ihmc/sensorProcessing/ProcessedVelocitySensor.java,0
Snow-owl,/home/gzhao/performance_bug_prediction/github_data_collection/projects/snow-owl/fhir/com.b2international.snowowl.fhir.core/src/com/b2international/snowowl/fhir/core/provider/FhirCodeSystemApiProvider.java,fhir/com.b2international.snowowl.fhir.core/src/com/b2international/snowowl/fhir/core/provider/FhirCodeSystemApiProvider.java,0
React-native,/home/gzhao/performance_bug_prediction/github_data_collection/projects/react-native/ReactAndroid/src/main/java/com/facebook/react/shell/MainPackageConfig.java,ReactAndroid/src/main/java/com/facebook/react/shell/MainPackageConfig.java,0
Hapi-fhir,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hapi-fhir/hapi-fhir-jpaserver-base/src/main/java/ca/uhn/fhir/jpa/partition/IRequestPartitionHelperSvc.java,hapi-fhir-jpaserver-base/src/main/java/ca/uhn/fhir/jpa/partition/IRequestPartitionHelperSvc.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/geometry/CylindricalCoordinatesCalculator.java,ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/geometry/CylindricalCoordinatesCalculator.java,0
React-native,/home/gzhao/performance_bug_prediction/github_data_collection/projects/react-native/ReactCommon/react/nativemodule/samples/platform/android/SampleTurboModule.java,ReactCommon/react/nativemodule/samples/platform/android/SampleTurboModule.java,0
Openl-tablets,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openl-tablets/DEV/org.openl.rules.constrainer/src/org/openl/ie/constrainer/impl/IntExpEnum.java,DEV/org.openl.rules.constrainer/src/org/openl/ie/constrainer/impl/IntExpEnum.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/core/gui/components/form/flexible/impl/elements/SingleSelectionComponent.java,/src/main/java/org/olat/core/gui/components/form/flexible/impl/elements/SingleSelectionComponent.java,0
Dcache,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dcache/modules/dcache/src/main/java/org/dcache/boot/LayoutBuilder.java,modules/dcache/src/main/java/org/dcache/boot/LayoutBuilder.java,0
JDA,/home/gzhao/performance_bug_prediction/github_data_collection/projects/JDA/src/main/java/net/dv8tion/jda/api/events/user/update/GenericUserPresenceEvent.java,src/main/java/net/dv8tion/jda/api/events/user/update/GenericUserPresenceEvent.java,0
Autopsy,/home/gzhao/performance_bug_prediction/github_data_collection/projects/autopsy/Core/src/org/sleuthkit/autopsy/contentviewers/contextviewer/ContextSourcePanel.java,Core/src/org/sleuthkit/autopsy/contentviewers/contextviewer/ContextSourcePanel.java,0
XChange,/home/gzhao/performance_bug_prediction/github_data_collection/projects/XChange/xchange-ripple/src/main/java/org/knowm/xchange/ripple/dto/ToPlainStringSerializer.java,xchange-ripple/src/main/java/org/knowm/xchange/ripple/dto/ToPlainStringSerializer.java,0
Skywalking,/home/gzhao/performance_bug_prediction/github_data_collection/projects/skywalking/oap-server/analyzer/meter-analyzer/src/main/java/org/apache/skywalking/oap/meter/analyzer/dsl/NumberClosure.java,oap-server/analyzer/meter-analyzer/src/main/java/org/apache/skywalking/oap/meter/analyzer/dsl/NumberClosure.java,0
WorldGrower,/home/gzhao/performance_bug_prediction/github_data_collection/projects/WorldGrower/src/org/worldgrower/condition/PoisonedCondition.java,src/org/worldgrower/condition/PoisonedCondition.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/src/main/java/com/google/devtools/build/lib/rules/android/AndroidNeverlinkAspect.java,src/main/java/com/google/devtools/build/lib/rules/android/AndroidNeverlinkAspect.java,0
Hapi-fhir,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hapi-fhir/hapi-fhir-base/src/main/java/ca/uhn/fhir/model/base/resource/BaseOperationOutcome.java,hapi-fhir-base/src/main/java/ca/uhn/fhir/model/base/resource/BaseOperationOutcome.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/contribs/freight/src/main/java/org/matsim/contrib/freight/events/eventhandler/ShipmentDeliveredEventHandler.java,contribs/freight/src/main/java/org/matsim/contrib/freight/events/eventhandler/ShipmentDeliveredEventHandler.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/dependency-management/src/main/java/org/gradle/api/internal/artifacts/repositories/resolver/DirectDependencyMetadataImpl.java,subprojects/dependency-management/src/main/java/org/gradle/api/internal/artifacts/repositories/resolver/DirectDependencyMetadataImpl.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/build-cache/src/jmh/java/org/gradle/caching/internal/tasks/SnappyDainPacker.java,subprojects/build-cache/src/jmh/java/org/gradle/caching/internal/tasks/SnappyDainPacker.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/core-api/src/main/java/org/gradle/api/artifacts/DependencyConstraint.java,subprojects/core-api/src/main/java/org/gradle/api/artifacts/DependencyConstraint.java,0
Autopsy,/home/gzhao/performance_bug_prediction/github_data_collection/projects/autopsy/KeywordSearch/src/org/sleuthkit/autopsy/keywordsearch/KeywordList.java,KeywordSearch/src/org/sleuthkit/autopsy/keywordsearch/KeywordList.java,0
BoofCV,/home/gzhao/performance_bug_prediction/github_data_collection/projects/BoofCV/main/boofcv-geo/src/main/java/boofcv/alg/geo/h/HomographyInducedStereo2Line.java,main/boofcv-geo/src/main/java/boofcv/alg/geo/h/HomographyInducedStereo2Line.java,0
Xp,/home/gzhao/performance_bug_prediction/github_data_collection/projects/xp/modules/core/core-repo/src/main/java/com/enonic/xp/repo/impl/vacuum/segment/SegmentVacuumCommand.java,modules/core/core-repo/src/main/java/com/enonic/xp/repo/impl/vacuum/segment/SegmentVacuumCommand.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/ims/cp/ui/CPMetadataEditController.java,/src/main/java/org/olat/ims/cp/ui/CPMetadataEditController.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-humanoid-behaviors/src/main/java/us/ihmc/humanoidBehaviors/utilities/WristForceSensorFilteredUpdatable.java,ihmc-humanoid-behaviors/src/main/java/us/ihmc/humanoidBehaviors/utilities/WristForceSensorFilteredUpdatable.java,0
Spring-boot,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/SpringApplication.java,spring-boot-project/spring-boot/src/main/java/org/springframework/boot/SpringApplication.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/core/src/main/java/org/gradle/internal/filewatch/PendingChangesManager.java,subprojects/core/src/main/java/org/gradle/internal/filewatch/PendingChangesManager.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/resources/src/main/java/org/gradle/internal/resource/local/FileResourceConnector.java,subprojects/resources/src/main/java/org/gradle/internal/resource/local/FileResourceConnector.java,0
Structr,/home/gzhao/performance_bug_prediction/github_data_collection/projects/structr/structr-core/src/main/java/org/structr/core/property/MappedProperty.java,structr-core/src/main/java/org/structr/core/property/MappedProperty.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-main/src/main/java/com/facebook/presto/metadata/SpecializedFunctionKey.java,presto-main/src/main/java/com/facebook/presto/metadata/SpecializedFunctionKey.java,0
Dcache,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dcache/modules/gplazma2/src/main/java/org/dcache/gplazma/strategies/DefaultAuthenticationStrategy.java,modules/gplazma2/src/main/java/org/dcache/gplazma/strategies/DefaultAuthenticationStrategy.java,0
Alluxio,/home/gzhao/performance_bug_prediction/github_data_collection/projects/alluxio/core/common/src/main/java/alluxio/security/User.java,core/common/src/main/java/alluxio/security/User.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/matsim/src/main/java/org/matsim/core/api/internal/MatsimToplevelContainer.java,matsim/src/main/java/org/matsim/core/api/internal/MatsimToplevelContainer.java,0
BoofCV,/home/gzhao/performance_bug_prediction/github_data_collection/projects/BoofCV/main/boofcv-ip/src/main/java/boofcv/alg/filter/misc/AverageDownSampleOps.java,main/boofcv-ip/src/main/java/boofcv/alg/filter/misc/AverageDownSampleOps.java,0
Alluxio,/home/gzhao/performance_bug_prediction/github_data_collection/projects/alluxio/core/server/master/src/main/java/alluxio/master/meta/DefaultMetaMaster.java,core/server/master/src/main/java/alluxio/master/meta/DefaultMetaMaster.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/src/main/java/com/google/devtools/build/lib/concurrent/Sharder.java,src/main/java/com/google/devtools/build/lib/concurrent/Sharder.java,0
Bisq,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bisq/core/src/main/java/bisq/core/util/coin/CoinFormatter.java,core/src/main/java/bisq/core/util/coin/CoinFormatter.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/group/right/BGRightManager.java,/src/main/java/org/olat/group/right/BGRightManager.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/platform-base/src/main/java/org/gradle/platform/base/internal/registry/AbstractAnnotationDrivenComponentModelRuleExtractor.java,subprojects/platform-base/src/main/java/org/gradle/platform/base/internal/registry/AbstractAnnotationDrivenComponentModelRuleExtractor.java,0
MinecraftForge,/home/gzhao/performance_bug_prediction/github_data_collection/projects/MinecraftForge/src/main/java/net/minecraftforge/fluids/FluidActionResult.java,src/main/java/net/minecraftforge/fluids/FluidActionResult.java,0
Spring-framework,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-framework/spring-core/src/main/java/org/springframework/util/xml/SimpleNamespaceContext.java,spring-core/src/main/java/org/springframework/util/xml/SimpleNamespaceContext.java,0
Atlasdb,/home/gzhao/performance_bug_prediction/github_data_collection/projects/atlasdb/atlasdb-impl-shared/src/main/java/com/palantir/atlasdb/sweep/queue/WriteInfo.java,atlasdb-impl-shared/src/main/java/com/palantir/atlasdb/sweep/queue/WriteInfo.java,0
Closure-compiler,/home/gzhao/performance_bug_prediction/github_data_collection/projects/closure-compiler/src/com/google/javascript/jscomp/lint/CheckPrototypeProperties.java,src/com/google/javascript/jscomp/lint/CheckPrototypeProperties.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/course/condition/additionalconditions/PasswordStore.java,/src/main/java/org/olat/course/condition/additionalconditions/PasswordStore.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-quadruped-robotics/src/main/java/us/ihmc/quadrupedRobotics/output/SimulatedQuadrupedOutputWriter.java,ihmc-quadruped-robotics/src/main/java/us/ihmc/quadrupedRobotics/output/SimulatedQuadrupedOutputWriter.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/src/tools/android/java/com/google/devtools/build/android/CommandHelper.java,src/tools/android/java/com/google/devtools/build/android/CommandHelper.java,0
JDA,/home/gzhao/performance_bug_prediction/github_data_collection/projects/JDA/src/main/java/net/dv8tion/jda/internal/requests/restaction/AuditableRestActionImpl.java,src/main/java/net/dv8tion/jda/internal/requests/restaction/AuditableRestActionImpl.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/data/DBDContentCached.java,plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/data/DBDContentCached.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-interfaces/src/main/generated-java/controller_msgs/msg/dds/FootTrajectoryMessage.java,ihmc-interfaces/src/main/generated-java/controller_msgs/msg/dds/FootTrajectoryMessage.java,0
Dcache,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dcache/modules/dcache-xrootd/src/main/java/org/dcache/xrootd/door/ConnectionTracker.java,modules/dcache-xrootd/src/main/java/org/dcache/xrootd/door/ConnectionTracker.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/modules/portfolio/ui/BinderOnePageController.java,/src/main/java/org/olat/modules/portfolio/ui/BinderOnePageController.java,0
Vespa,/home/gzhao/performance_bug_prediction/github_data_collection/projects/vespa/predicate-search/src/main/java/com/yahoo/search/predicate/index/Posting.java,predicate-search/src/main/java/com/yahoo/search/predicate/index/Posting.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/x-pack/plugin/monitoring/src/main/java/org/elasticsearch/xpack/monitoring/Monitoring.java,x-pack/plugin/monitoring/src/main/java/org/elasticsearch/xpack/monitoring/Monitoring.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/server/src/main/java/org/elasticsearch/common/component/AbstractLifecycleComponent.java,server/src/main/java/org/elasticsearch/common/component/AbstractLifecycleComponent.java,0
Bisq,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bisq/core/src/main/java/bisq/core/payment/WeChatPayAccount.java,core/src/main/java/bisq/core/payment/WeChatPayAccount.java,0
Crate,/home/gzhao/performance_bug_prediction/github_data_collection/projects/crate/server/src/main/java/org/elasticsearch/index/seqno/GlobalCheckpointSyncAction.java,server/src/main/java/org/elasticsearch/index/seqno/GlobalCheckpointSyncAction.java,0
Structr,/home/gzhao/performance_bug_prediction/github_data_collection/projects/structr/structr-modules/structr-advanced-mail-module/src/main/java/org/structr/mail/function/MailEncodeTextFunction.java,structr-modules/structr-advanced-mail-module/src/main/java/org/structr/mail/function/MailEncodeTextFunction.java,0
Caffeine,/home/gzhao/performance_bug_prediction/github_data_collection/projects/caffeine/caffeine/src/javaPoet/java/com/github/benmanes/caffeine/cache/local/LocalCacheContext.java,caffeine/src/javaPoet/java/com/github/benmanes/caffeine/cache/local/LocalCacheContext.java,0
Crate,/home/gzhao/performance_bug_prediction/github_data_collection/projects/crate/plugins/es-analysis-common/src/main/java/org/elasticsearch/analysis/common/ArabicNormalizationFilterFactory.java,plugins/es-analysis-common/src/main/java/org/elasticsearch/analysis/common/ArabicNormalizationFilterFactory.java,0
Xp,/home/gzhao/performance_bug_prediction/github_data_collection/projects/xp/modules/core/core-api/src/main/java/com/enonic/xp/node/SetNodeStateParams.java,modules/core/core-api/src/main/java/com/enonic/xp/node/SetNodeStateParams.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/dataStructures/parameters/ParameterVector3D.java,ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/dataStructures/parameters/ParameterVector3D.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/core/commons/modules/bc/components/FolderComponentRenderer.java,/src/main/java/org/olat/core/commons/modules/bc/components/FolderComponentRenderer.java,0
Hapi-fhir,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hapi-fhir/hapi-fhir-base/src/main/java/ca/uhn/fhir/rest/client/api/IClientInterceptor.java,hapi-fhir-base/src/main/java/ca/uhn/fhir/rest/client/api/IClientInterceptor.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/third_party/java/proguard/proguard5.3.3/src/proguard/classfile/attribute/LocalVariableInfo.java,third_party/java/proguard/proguard5.3.3/src/proguard/classfile/attribute/LocalVariableInfo.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/core/gui/components/rating/RatingRenderer.java,/src/main/java/org/olat/core/gui/components/rating/RatingRenderer.java,0
Scheduling,/home/gzhao/performance_bug_prediction/github_data_collection/projects/scheduling/scheduler/scheduler-api/src/main/java/org/ow2/proactive/scheduler/job/JobIdImpl.java,scheduler/scheduler-api/src/main/java/org/ow2/proactive/scheduler/job/JobIdImpl.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.ui/src/org/jkiss/dbeaver/ui/controls/finder/AdvancedList.java,plugins/org.jkiss.dbeaver.ui/src/org/jkiss/dbeaver/ui/controls/finder/AdvancedList.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-main/src/main/java/com/facebook/presto/memory/TraversingQueryContextVisitor.java,presto-main/src/main/java/com/facebook/presto/memory/TraversingQueryContextVisitor.java,0
BoofCV,/home/gzhao/performance_bug_prediction/github_data_collection/projects/BoofCV/main/boofcv-ip/src/main/java/boofcv/alg/filter/convolve/noborder/ConvolveImageUnrolled_SB_S32_S32.java,main/boofcv-ip/src/main/java/boofcv/alg/filter/convolve/noborder/ConvolveImageUnrolled_SB_S32_S32.java,0
Webofneeds,/home/gzhao/performance_bug_prediction/github_data_collection/projects/webofneeds/webofneeds/won-bot/src/main/java/won/bot/framework/eventbot/filter/EventFilter.java,webofneeds/won-bot/src/main/java/won/bot/framework/eventbot/filter/EventFilter.java,0
Vespa,/home/gzhao/performance_bug_prediction/github_data_collection/projects/vespa/yolean/src/main/java/com/yahoo/yolean/concurrent/ConcurrentResourcePool.java,yolean/src/main/java/com/yahoo/yolean/concurrent/ConcurrentResourcePool.java,0
Spring-integration,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-integration/spring-integration-ip/src/main/java/org/springframework/integration/ip/tcp/TcpReceivingChannelAdapter.java,spring-integration-ip/src/main/java/org/springframework/integration/ip/tcp/TcpReceivingChannelAdapter.java,0
nextprot-api,/home/gzhao/performance_bug_prediction/github_data_collection/projects/nextprot-api/user/src/main/java/org/nextprot/api/user/controller/PublicQueryController.java,user/src/main/java/org/nextprot/api/user/controller/PublicQueryController.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/core/gui/components/form/flexible/impl/elements/TextElementImpl.java,/src/main/java/org/olat/core/gui/components/form/flexible/impl/elements/TextElementImpl.java,0
XChange,/home/gzhao/performance_bug_prediction/github_data_collection/projects/XChange/xchange-latoken/src/main/java/org/knowm/xchange/latoken/dto/trade/LatokenOrderSide.java,xchange-latoken/src/main/java/org/knowm/xchange/latoken/dto/trade/LatokenOrderSide.java,0
Structr,/home/gzhao/performance_bug_prediction/github_data_collection/projects/structr/structr-memory-driver/src/main/java/org/structr/memory/index/factory/ArrayQueryFactory.java,structr-memory-driver/src/main/java/org/structr/memory/index/factory/ArrayQueryFactory.java,0
MinecraftForge,/home/gzhao/performance_bug_prediction/github_data_collection/projects/MinecraftForge/src/main/java/net/minecraftforge/client/settings/IKeyConflictContext.java,src/main/java/net/minecraftforge/client/settings/IKeyConflictContext.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.lang/src/org/jkiss/dbeaver/lang/SCMNode.java,plugins/org.jkiss.dbeaver.lang/src/org/jkiss/dbeaver/lang/SCMNode.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/matsim/src/main/java/org/matsim/vis/kml/NetworkFeatureFactory.java,matsim/src/main/java/org/matsim/vis/kml/NetworkFeatureFactory.java,0
Hazelcast,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hazelcast/hazelcast/src/main/java/com/hazelcast/internal/partition/operation/AssignPartitions.java,hazelcast/src/main/java/com/hazelcast/internal/partition/operation/AssignPartitions.java,0
Vespa,/home/gzhao/performance_bug_prediction/github_data_collection/projects/vespa/container-core/src/main/java/com/yahoo/container/jdisc/state/MetricSet.java,container-core/src/main/java/com/yahoo/container/jdisc/state/MetricSet.java,0
Mica2,/home/gzhao/performance_bug_prediction/github_data_collection/projects/mica2/mica-core/src/main/java/org/obiba/mica/dataset/service/VariableSetOperationService.java,mica-core/src/main/java/org/obiba/mica/dataset/service/VariableSetOperationService.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/hashing/src/main/java/org/gradle/internal/hash/PrimitiveHasher.java,subprojects/hashing/src/main/java/org/gradle/internal/hash/PrimitiveHasher.java,0
BoofCV,/home/gzhao/performance_bug_prediction/github_data_collection/projects/BoofCV/main/boofcv-recognition/src/main/java/boofcv/alg/fiducial/square/QuadPoseEstimator.java,main/boofcv-recognition/src/main/java/boofcv/alg/fiducial/square/QuadPoseEstimator.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/modules/qpool/manager/ExportQItemResource.java,/src/main/java/org/olat/modules/qpool/manager/ExportQItemResource.java,0
Autopsy,/home/gzhao/performance_bug_prediction/github_data_collection/projects/autopsy/Core/src/org/sleuthkit/autopsy/modules/filetypeid/UserDefinedFileTypesSettings.java,Core/src/org/sleuthkit/autopsy/modules/filetypeid/UserDefinedFileTypesSettings.java,0
